Product_name,Product_url,brand,Sale_price,MRP,Discount_percentage,Number_of_ratings,Number_of_reviews,Type_of_washing,w,Star_rating
"SAMSUNG 8 kg Semi Automatic Top Load White, Grey",https://www.flipkart.com/samsung-8-kg-semi-automatic-top-load-white-grey/p/itm9680f2821c207?pid=WMNFPVWGWNHW3DH8,SAMSUNG,11789,15490,23,82,5,Semi Automatic Top Load,WMNGF2HJ7KUGJVYH,4.4
LG 6 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/lg-6-kg-fully-automatic-front-load-in-built-heater-white/p/itm5ae278ac8a687?pid=WMNFTW2TDH2QAZRZ,LG,28490,33990,16,24,4,Fully Automatic Front Load,WMNF8ADWTRW5GVQR,4.5
Voltas Beko 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/voltas-beko-6-5-kg-fully-automatic-top-load-grey/p/itme7b992795e0a4?pid=WMNFWCT6QYXKVAGJ,Voltas,17499,21990,20,4,1,Fully Automatic Top Load,WMNEA7EE2ZSNEG2E,5
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNEJFGGTTG7TPK8,4.2
Midea 8.5 kg Magic Wash Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/midea-8-5-kg-magic-wash-fully-automatic-front-load-in-built-heater-white/p/itmffg7rhwtzhggu?pid=WMNFFG7R94ZHRRFH,Midea,24990,31190,19,15560,2900,Fully Automatic Front Load,WMNFNMDBCYV5SHR7,4.3
Midea 7 kg Garment Sterilization Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/midea-7-kg-garment-sterilization-fully-automatic-front-load-in-built-heater-white/p/itmffg7rvw2zkxqv?pid=WMNFGZJ6HPGCVGDB,Midea,18990,23990,20,374,62,Fully Automatic Front Load,WMNDY9RWHKHTS4DG,4.3
Whirlpool 7.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/whirlpool-7-5-kg-fully-automatic-top-load-grey/p/itmfbrvysb8bgy3z?pid=WMNFBRVYG3TCGWFH,Whirlpool,22990,28650,19,185,21,Fully Automatic Top Load,WMNFG6TBGUSACZUZ,4.4
"Hafele 6 kg Hygiene Wash, 15 Min Wash, Smart Motor Technology Fully Automatic Front Load with In-built...",https://www.flipkart.com/hafele-6-kg-hygiene-wash-15-min-smart-motor-technology-fully-automatic-front-load-in-built-heater-white/p/itm8f55dc4fc530e?pid=WMNFUJERYMSRNZ6M,Hafele,18990,34990,45,23,4,Fully Automatic Front Load,WMNFSMEAEVPNUKZQ,4.4
IFB 6.5 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/ifb-6-5-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmfgu8vsw2zg4nu?pid=WMNFJY5UKSHFCFVR,IFB,32490,36990,12,174,22,Fully Automatic Front Load,WMNFFG7RWU4SGGPZ,4.3
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...",https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,141,51,Fully Automatic Front Load,WMNF6V4ACGUDVYBZ,4
"Godrej 8.5 kg Semi Automatic Top Load White, Maroon",https://www.flipkart.com/godrej-8-5-kg-semi-automatic-top-load-white-maroon/p/itmfggs87pnxyegb?pid=WMNFGGS87CURYJG3,Godrej,11490,16350,29,229,27,Semi Automatic Top Load,WMNFJKR8TXSUNEMZ,4.4
LG 6.5 kg 5 Star Rating Jet Spray Fully Automatic Top Load Silver,https://www.flipkart.com/lg-6-5-kg-5-star-rating-jet-spray-fully-automatic-top-load-silver/p/itmfb009d9401c8f?pid=WMNFMAFYTUFKFRGN,LG,19999,24490,18,45,2,Fully Automatic Top Load,WMNFNMDB5VZTDNAB,4.4
Whirlpool 7.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/whirlpool-7-5-kg-fully-automatic-top-load-grey/p/itmfbrvysb8bgy3z?pid=WMNFBRVYG3TCGWFH,Whirlpool,22990,28650,19,185,21,Fully Automatic Top Load,WMNFPVWGP7CSCQFS,4.4
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFSMEAU7WUBUFN,4.4
"Hafele 6 kg Hygiene Wash, 15 Min Wash, Smart Motor Technology Fully Automatic Front Load with In-built...",https://www.flipkart.com/hafele-6-kg-hygiene-wash-15-min-smart-motor-technology-fully-automatic-front-load-in-built-heater-white/p/itm8f55dc4fc530e?pid=WMNFUJERYMSRNZ6M,Hafele,18990,34990,45,24,5,Fully Automatic Front Load,WMNFY5TRD4WGGY9V,4.4
Panasonic 7 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/panasonic-7-kg-fully-automatic-front-load-in-built-heater-white/p/itmf6b8thvsdahvh?pid=WMNF6B8T6YZ4PKHK,Panasonic,23990,35500,32,74,12,Fully Automatic Front Load,WMNEJYCGQPQW4HGB,4.1
Whirlpool 11 kg Semi Automatic Top Load Grey,https://www.flipkart.com/whirlpool-11-kg-semi-automatic-top-load-grey/p/itma1cea9ae754f8?pid=WMNFZ75H2VBCDS8D,Whirlpool,16480,19850,16,5,1,Semi Automatic Top Load,WMNEZW2MTEYTVHHH,4.8
Whirlpool 8 kg Fully Automatic Front Load White,https://www.flipkart.com/whirlpool-8-kg-fully-automatic-front-load-white/p/itmezqeunwhgmgxp?pid=WMNEZQEUZTXKH3PZ,Whirlpool,31990,38990,17,33,2,Fully Automatic Front Load,WMNFQX9H3ZF5EGAT,4.1
SAMSUNG 6.5 kg Fully Automatic Top Load Silver,https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-silver/p/itm3c287fa1288d2?pid=WMNFWCNCUFCA3WGZ,SAMSUNG,15199,17850,14,39,6,Fully Automatic Top Load,WMNFRZ46NK3WSQT3,4.4
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNFZH4CWAFZYJGH,4.5
"Whirlpool 9 kg Semi Automatic Top Load White, Maroon",https://www.flipkart.com/whirlpool-9-kg-semi-automatic-top-load-white-maroon/p/itmace1e785ec6f5?pid=WMNFQNEQBC6HKZYG,Whirlpool,14418,17100,15,50,5,Semi Automatic Top Load,WMNGF53WFFZKFZDB,3.9
LG 6.5 kg Inverter Fully Automatic Top Load Silver,https://www.flipkart.com/lg-6-5-kg-inverter-fully-automatic-top-load-silver/p/itmfbqph97qgh7tv?pid=WMNFBQPH5HTGEKTZ,LG,15900,21990,27,9302,987,Fully Automatic Top Load,WMNFMAFGUKQ6DFHG,4.4
"Haier 7 kg Fully Automatic Top Load Grey, Maroon",https://www.flipkart.com/haier-7-kg-fully-automatic-top-load-grey-maroon/p/itmeux3u8r4dqper?pid=WMNFG6TFH7HCWMVD,Haier,15900,23750,33,30,3,Fully Automatic Top Load,WMNF7FHGMW9FJZXX,4.3
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNFFXY9MTDQY2Z6,4.2
BOSCH 6 kg Fully Automatic Front Load White,https://www.flipkart.com/bosch-6-kg-fully-automatic-front-load-white/p/itmf9ph5rwfwcggs?pid=WMNF9PH5MHJZXSQ6,BOSCH,21490,25990,17,45,4,Fully Automatic Front Load,WMNFFYFH28THGCZH,4.3
Haier 6 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/haier-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmb93aa2c8679e9?pid=WMNFUYXA2SJ7W8UF,Haier,24430,33990,28,9,1,Fully Automatic Front Load,WMNF6EG48CWU4Q5H,4.6
IFB 6 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/ifb-6-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmfgu8vuemv9prr?pid=WMNFGU8VYKM65HSN,IFB,27190,30990,12,412,53,Fully Automatic Front Load,WMNFXYQ7FJKYDFHQ,4.4
Siemens 7 kg Fully Automatic Front Load Grey,https://www.flipkart.com/siemens-7-kg-fully-automatic-front-load-grey/p/itmfygzfkyu42dan?pid=WMNFYGZF9RT94GJM,Siemens,28490,38000,25,36,10,Fully Automatic Front Load,WMNFJKR8ATXNXGM4,4.1
LG 6.2 kg Fully Automatic Top Load Silver,https://www.flipkart.com/lg-6-2-kg-fully-automatic-top-load-silver/p/itmf762zz97zz3xv?pid=WMNF762ZDFHPKKV6,LG,16470,20290,18,1203,145,Fully Automatic Top Load,WMNFQNFMFB4HXZYG,4.4
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...",https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNFRGHSHFW5VN7Y,4
SAMSUNG 7 kg Fully Automatic Front Load Grey,https://www.flipkart.com/samsung-7-kg-fully-automatic-front-load-grey/p/itma8236037a03ed?pid=WMNFRGAMBMANUPHR,SAMSUNG,35490,43400,18,2,1,Fully Automatic Front Load,WMNF3A6NT7RFQVNU,5
Godrej 7.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-7-5-kg-fully-automatic-top-load-grey/p/itmfgqwzr2vqwrpt?pid=WMNFGQWZWSWAERZB,Godrej,16233,26300,38,774,82,Fully Automatic Top Load,WMNFRGHSZTNBYM7G,4.1
Whirlpool 6.2 kg Turbo Scrub Technology Semi Automatic Top Load Grey,https://www.flipkart.com/whirlpool-6-2-kg-turbo-scrub-technology-semi-automatic-top-load-grey/p/itmb22cb0a9ed423?pid=WMNE7KTHGYUNR5YF,Whirlpool,8790,10650,17,11052,1471,Semi Automatic Top Load,WMNFNVCSDYYBEYAN,4.4
Godrej 6 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-kg-fully-automatic-top-load-grey/p/itm51ccd2b525f6c?pid=WMNFU2TCQZYW7WRF,Godrej,12790,16500,22,7430,861,Fully Automatic Top Load,WMNFQYXVBQT8TEY4,4.2
"SAMSUNG 8.5 kg Semi Automatic Top Load Red, Grey",https://www.flipkart.com/samsung-8-5-kg-semi-automatic-top-load-red-grey/p/itmf7a714753cad8?pid=WMNFPVWGNVV4ZDYG,SAMSUNG,13500,17290,21,35,1,Semi Automatic Top Load,WMNFESQFKE3PJFQT,4.5
MarQ By Flipkart 7.5 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/marq-flipkart-7-5-kg-fully-automatic-front-load-in-built-heater-white/p/itmf5pfftvmyuuru?pid=WMNF5PFFXTKHSF6U,MarQ,20990,33999,38,10754,1921,Fully Automatic Front Load,WMNEJQZGHCNY4FYM,4.3
IFB 9.5 kg 5 Star Fully Automatic Top Load Grey,https://www.flipkart.com/ifb-9-5-kg-5-star-fully-automatic-top-load-grey/p/itmejfgg5xyaqkuz?pid=WMNEJFGGZ477AKCQ,IFB,29690,32290,8,473,36,Fully Automatic Top Load,WMNF6B8T8VET6KXN,4.1
Whirlpool 7.5 kg Fully Automatic Top Load with In-built Heater Grey,https://www.flipkart.com/whirlpool-7-5-kg-fully-automatic-top-load-in-built-heater-grey/p/itmfbrvygheye7ht?pid=WMNFBRVYWDZ6UUGB,Whirlpool,21900,29650,26,434,56,Fully Automatic Top Load,WMNFFYFHBEXNQHGX,4.3
Whirlpool 10.5 kg Semi Automatic Top Load Grey,https://www.flipkart.com/whirlpool-10-5-kg-semi-automatic-top-load-grey/p/itm5bb0a7bd9424c?pid=WMNFWQABCZP9AU7D,Whirlpool,17990,21800,17,31,2,Semi Automatic Top Load,WMNFG6TFW8C8HHCH,4.2
Midea 6 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/midea-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmf4w6ktjacazpc?pid=WMNF4PB8AE59FRHT,Midea,16990,23990,29,15560,2900,Fully Automatic Front Load,WMNFN7VZGH9YZX6Z,4.3
Whirlpool 6.2 kg Turbo Scrub Technology Semi Automatic Top Load Grey,https://www.flipkart.com/whirlpool-6-2-kg-turbo-scrub-technology-semi-automatic-top-load-grey/p/itmb22cb0a9ed423?pid=WMNE7KTHGYUNR5YF,Whirlpool,8790,10650,17,11050,1471,Semi Automatic Top Load,WMNFTY4T2UMYSUAS,4.4
LG 7 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/lg-7-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmcc6b96045d6f5?pid=WMNFTPBYFGCYUYAG,LG,35849,43490,17,1244,162,Fully Automatic Front Load,WMNF5R3DHGVZSQZ8,4.5
"SAMSUNG 7 kg Semi Automatic Top Load White, Blue, Grey",https://www.flipkart.com/samsung-7-kg-semi-automatic-top-load-white-blue-grey/p/itm5a73d0e380bcb?pid=WMNFU5XFZZWEQF3D,SAMSUNG,10290,13100,21,71,8,Semi Automatic Top Load,WMNFG6TBB8KF8C2E,4.2
"Haier 6.2 kg with Ariel Wash Feature Fully Automatic Top Load Brown, Grey",https://www.flipkart.com/haier-6-2-kg-ariel-wash-feature-fully-automatic-top-load-brown-grey/p/itmfg2h7psh2whjn?pid=WMNFG2H7HWJCUKAR,Haier,12190,17900,31,5011,548,Fully Automatic Top Load,WMNFMAFYZJEKGE9N,4.3
SAMSUNG 10 kg Fully Automatic Top Load Black,https://www.flipkart.com/samsung-10-kg-fully-automatic-top-load-black/p/itm21f554244f5cf?pid=WMNFVTYHRZUWSMXG,SAMSUNG,32900,37600,12,2,1,Fully Automatic Top Load,WMNEWGGRDRK9GH4G,2.5
LG 11 kg Fully Automatic Top Load with In-built Heater Black,https://www.flipkart.com/lg-11-kg-fully-automatic-top-load-in-built-heater-black/p/itmbb8840d1bf7d0?pid=WMNFJKR8MPP7MJ7H,LG,41990,47990,12,82,9,Fully Automatic Top Load,WMNFMAFYPSU47YCK,4.4
Whirlpool 7 kg Fully Automatic Top Load Grey,https://www.flipkart.com/whirlpool-7-kg-fully-automatic-top-load-grey/p/itme5e5phcdvppnn?pid=WMNE5E5ZQJ7DHYUV,Whirlpool,15690,17850,12,14533,1947,Fully Automatic Top Load,WMNFZBY2VENHXTMP,4.3
BOSCH 7 kg Fully Automatic Front Load Silver,https://www.flipkart.com/bosch-7-kg-fully-automatic-front-load-silver/p/itmeaz3phrzzbqvk?pid=WMNEAZ3PCZNMWRG8,BOSCH,27999,35250,20,7374,1099,Fully Automatic Front Load,WMNFZBY2ZUB9UZXC,4.5
BOSCH 6.5 kg Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/bosch-6-5-kg-fully-automatic-front-load-in-built-heater-silver/p/itmevmnhjfhekgyg?pid=WMNEVMNHHFVXNT5V,BOSCH,31990,33999,5,135,29,Fully Automatic Front Load,WMNEWH4JTDBPHF75,4.3
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,97,13,Semi Automatic Top Load,WMNEUX3UHPXNBQF6,4.4
SAMSUNG 6 kg Fully Automatic Front Load Silver,https://www.flipkart.com/samsung-6-kg-fully-automatic-front-load-silver/p/itmbe741e42ffe68?pid=WMNFU5XFAYQANNBZ,SAMSUNG,27480,32190,14,0,0,Fully Automatic Front Load,WMNFDV6GXHBZVDVQ,0
"ONIDA 7.2 kg Semi Automatic Top Load White, Blue",https://www.flipkart.com/onida-7-2-kg-semi-automatic-top-load-white-blue/p/itmfba4xhvfuzfhh?pid=WMNFBA4X6YXFN7XE,ONIDA,8969,11000,18,218,28,Semi Automatic Top Load,WMNETNHBHTJZ44AK,4.3
"Whirlpool 8.5 kg 5 Star, Power Dry Technology Semi Automatic Top Load Purple",https://www.flipkart.com/whirlpool-8-5-kg-5-star-power-dry-technology-semi-automatic-top-load-purple/p/itm1043161be4165?pid=WMNFN7VZQ72CAR5G,Whirlpool,12848,16250,20,3184,347,Semi Automatic Top Load,WMNFKPT2UF2GM8T3,4.4
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,308,39,Semi Automatic Top Load,WMNEZW2MPRCHZAGZ,4.5
"Whirlpool 8 kg 5 Star, Power Dry Technology Semi Automatic Top Load Purple",https://www.flipkart.com/whirlpool-8-kg-5-star-power-dry-technology-semi-automatic-top-load-purple/p/itm45e710aadba42?pid=WMNFMDTRYEQR58RZ,Whirlpool,12829,14990,14,3184,347,Semi Automatic Top Load,WMNEKYBGNXTHHMW3,4.4
SAMSUNG 7.5 kg Fully Automatic Top Load Maroon,https://www.flipkart.com/samsung-7-5-kg-fully-automatic-top-load-maroon/p/itm93cae02f7297c?pid=WMNFQYGADQGTYUSN,SAMSUNG,25499,30150,15,3,0,Fully Automatic Top Load,WMNFHDXUBJFT8WWK,4.7
Haier 7.5 kg Fully Automatic Front Load with In-built Heater Gold,https://www.flipkart.com/haier-7-5-kg-fully-automatic-front-load-in-built-heater-gold/p/itmeux3uq9nsj7vc?pid=WMNEUX3UXHTGH8ZW,Haier,36990,49990,26,6,1,Fully Automatic Front Load,WMNFGGZGHQHXGHFA,5
LG 6 kg Inverter Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/lg-6-kg-inverter-fully-automatic-front-load-in-built-heater-white/p/itmf2fsxqgmtasuc?pid=WMNF2FSXKZUTHWAF,LG,23990,29890,19,5573,650,Fully Automatic Front Load,WMNEENMZGTQFGZK4,4.4
"Whirlpool 8.5 kg 5 Star, Power Dry Technology Semi Automatic Top Load Purple",https://www.flipkart.com/whirlpool-8-5-kg-5-star-power-dry-technology-semi-automatic-top-load-purple/p/itm1043161be4165?pid=WMNFN7VZQ72CAR5G,Whirlpool,12848,16250,20,3192,347,Semi Automatic Top Load,WMNFRGAMD5H5PGQF,4.4
"Haier 6.2 kg with Ariel Wash Feature Fully Automatic Top Load Brown, Grey",https://www.flipkart.com/haier-6-2-kg-ariel-wash-feature-fully-automatic-top-load-brown-grey/p/itmfg2h7psh2whjn?pid=WMNFG2H7HWJCUKAR,Haier,12190,17900,31,5013,548,Fully Automatic Top Load,WMNFTPBYYAZHUGRH,4.3
"ONIDA 7.2 kg Semi Automatic Top Load White, Blue",https://www.flipkart.com/onida-7-2-kg-semi-automatic-top-load-white-blue/p/itmfba4xhvfuzfhh?pid=WMNFBA4X6YXFN7XE,ONIDA,8969,11000,18,218,28,Semi Automatic Top Load,WMNFQNFMFGTFYAZA,4.3
Lloyd 10.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/lloyd-10-5-kg-fully-automatic-top-load-grey/p/itmebd4e65fdc6f4?pid=WMNFRGHSHRYZBQRD,Lloyd,32435,39990,18,0,0,Fully Automatic Top Load,WMNFQNFMKG4GJNDA,0
LG 6.5 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/lg-6-5-kg-fully-automatic-front-load-in-built-heater-white/p/itmd6d64e3dc9284?pid=WMNFTPBYMQHUZJH3,LG,28590,35907,20,12,2,Fully Automatic Front Load,WMNF5R3DWXYFCHCQ,4.5
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNF5KGDXNFTCYAK,4.4
"Hafele 7/5 kg Allergy Care, Smart Foam Control Washer with Dryer with In-built Heater White",https://www.flipkart.com/hafele-7-5-kg-allergy-care-smart-foam-control-washer-dryer-in-built-heater-white/p/itm728bfc413f65f?pid=WMNFWXQ5VDGHHWCD,Hafele,36990,74990,50,6,5,Washer with Dryer | 900 W,WMNFDZJGHX8FYGGT,4.8
"Whirlpool 9.5 kg 5 Star, Hard Water wash Semi Automatic Top Load Purple, White",https://www.flipkart.com/whirlpool-9-5-kg-5-star-hard-water-wash-semi-automatic-top-load-purple-white/p/itmf7f89qruxbteg?pid=WMNEZHYQ3HSY4ARB,Whirlpool,15990,19450,17,7307,884,Semi Automatic Top Load,WMNFVTYH2RCV5ATZ,4.4
IFB 6 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/ifb-6-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itm976ebbb365ea3?pid=WMNFJY5UWW3F2EZC,IFB,24590,27990,12,376,36,Fully Automatic Front Load,WMNFGH56XRWVPRF7,4.2
"Galanz 9 kg Quick Wash, Inverter Fully Automatic Front Load with In-built Heater White",https://www.flipkart.com/galanz-9-kg-quick-wash-inverter-fully-automatic-front-load-in-built-heater-white/p/itm978953b5dcea6?pid=WMNFNMDBNHCRRZ8V,Galanz,23990,43990,45,302,69,Fully Automatic Front Load,WMNFNACHJK4BCSJW,4.1
IFB 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/ifb-6-5-kg-fully-automatic-top-load-grey/p/itmejfggbfwf9qjd?pid=WMNEJFGGCXGZCUZK,IFB,19999,22490,11,709,85,Fully Automatic Top Load,WMNEQYXWHQZZH52Z,4.3
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNFNMDDUVHQYG77,4.5
BOSCH 7 kg Fully Automatic Front Load White,https://www.flipkart.com/bosch-7-kg-fully-automatic-front-load-white/p/itmadf29cf1de78f?pid=WMNGYSYGXHJ6VWEK,BOSCH,30950,37299,17,0,0,Fully Automatic Front Load,WMNFT34KCY4F2MGH,0
Samsung AirDresser with JetSteam | Sanitize and refresh clothes | Crystal Mirror Black,https://www.flipkart.com/samsung-airdresser-jetsteam-sanitize-refresh-clothes-crystal-mirror-black/p/itm4db3e1388ce86?pid=WMNFY8TGHPZQKG9Q,Samsung,110000,127000,13,0,0,Air Dresser,WMNFDV6GMHVV2U5C,0
LG 11 kg Fully Automatic Top Load with In-built Heater Black,https://www.flipkart.com/lg-11-kg-fully-automatic-top-load-in-built-heater-black/p/itmbb8840d1bf7d0?pid=WMNFJKR8MPP7MJ7H,LG,38900,48990,20,82,9,Fully Automatic Top Load,WMNF3A6NKTRQMYDG,4.4
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNFG6TB7XJRSB2H,4.2
Whirlpool 6 kg Fully Automatic Top Load Grey,https://www.flipkart.com/whirlpool-6-kg-fully-automatic-top-load-grey/p/itme06860e0fb6d9?pid=WMNFV6Z3HZ5E7S5A,Whirlpool,12740,16200,21,4271,437,Fully Automatic Top Load,WMNFTPBYPZUUFJUR,4.3
Whirlpool 7.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/whirlpool-7-5-kg-fully-automatic-top-load-grey/p/itmc11bf3c395b20?pid=WMNFZ2WY3XSHDZ6D,Whirlpool,18149,21400,15,81,12,Fully Automatic Top Load,WMNFFG7RQEEXYHQH,4
ONIDA 5.5 kg 5 Star Fully Automatic Top Load Grey,https://www.flipkart.com/onida-5-5-kg-5-star-fully-automatic-top-load-grey/p/itmbc4ed9f15e4c4?pid=WMNFSEJYXXP2GGBR,ONIDA,11899,18990,37,33037,3945,Fully Automatic Top Load,WMNF6SRZJYFUEHVF,4.2
LG 7 kg 5 Star Rating Jet Spray Fully Automatic Top Load Silver,https://www.flipkart.com/lg-7-kg-5-star-rating-jet-spray-fully-automatic-top-load-silver/p/itm25b8d717bfc95?pid=WMNFJKR8ZFT8KPMR,LG,22889,25990,11,1123,127,Fully Automatic Top Load,WMNFDZJGVFTVRGD9,4.4
SAMSUNG 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-grey/p/itm7a0fdcc4d6b3f?pid=WMNFRGAMGJP2BPVM,SAMSUNG,17900,23200,22,25,5,Fully Automatic Top Load,WMNFGGZGS4M2GREA,4.4
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...",https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNFME34DCK8NFSJ,4
BOSCH 8 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/bosch-8-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itm10d89a1e3c2de?pid=WMNFVYNAUB45DJ8V,BOSCH,35990,41199,12,1417,190,Fully Automatic Front Load,WMNFGGZGYVTGGH4G,4.3
LG 6.2 kg with Smart Inverter Fully Automatic Top Load White,https://www.flipkart.com/lg-6-2-kg-smart-inverter-fully-automatic-top-load-white/p/itm321e7da150a9c?pid=WMNFR3ZNFXSQ9ZKM,LG,16999,18990,10,28,1,Fully Automatic Top Load,WMNFKPT2KDNFUVCY,4.5
"Galanz 10 kg Quick Wash, Touch Panel Fully Automatic Top Load Silver",https://www.flipkart.com/galanz-10-kg-quick-wash-touch-panel-fully-automatic-top-load-silver/p/itm4b5f9ec3c982c?pid=WMNFNMDBTW22NHFY,Galanz,16990,29290,41,59,17,Fully Automatic Top Load,WMNFQNFMWYBCRTXZ,3.8
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFK4SH6DWEQKGR,4.4
IFB 7.5 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/ifb-7-5-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmezw2mp2qgzvae?pid=WMNEZW2MY3BJWXFH,IFB,34990,39790,12,389,49,Fully Automatic Front Load,WMNEN6A2GJYRHTHF,4.4
Voltas Beko 7 kg Semi Automatic Top Load Maroon,https://www.flipkart.com/voltas-beko-7-kg-semi-automatic-top-load-maroon/p/itmeebd55e000519?pid=WMNGY2A3QHHHDYPS,Voltas,9445,11489,17,0,0,Semi Automatic Top Load,WMNFG6TBYFZCBNFA,0
LG 7 kg Fully Automatic Top Load Grey,https://www.flipkart.com/lg-7-kg-fully-automatic-top-load-grey/p/itm9702ced2904ce?pid=WMNFMAFY3HJGDSM5,LG,23490,26990,12,74,12,Fully Automatic Top Load,WMNFYTUDDZBRBEJJ,4.4
